,absences,failures,grade1,traveltime,studytime,famrel,freetime,goout,Dalc,Walc,health,activities,nursery,internet,romantic,school_gp,address_urban,famsize_gt3,Pstatus_togethor,sex_female,health_mjob,other_mjob,services_mjob,teacher_mjob,health_fjob,other_fjob,services_fjob,teacher_fjob,home_reason,other_reason,reputation_reason,mother_guardian,other_guardian
200,10,3,10,1,2,5,4,5,1,3,5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
201,0,0,14,1,3,4,2,4,1,3,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
202,6,3,11,3,1,5,2,5,1,5,4,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
203,2,1,14,1,2,2,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
204,9,0,11,2,2,5,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
205,8,0,8,1,2,5,2,2,1,1,5,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
206,4,0,5,1,2,5,3,3,1,1,3,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
207,0,0,13,1,1,5,3,2,1,2,5,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
208,6,0,13,1,2,2,3,5,1,4,3,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
209,0,0,16,1,2,4,4,2,1,1,3,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0
210,8,0,11,1,2,4,1,4,1,1,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
211,2,0,11,2,2,4,4,3,1,1,3,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
212,11,0,10,2,1,4,3,3,1,3,5,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
213,2,0,8,1,1,4,2,5,3,4,5,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
214,0,0,6,2,2,5,5,4,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
215,0,1,6,2,1,4,4,5,2,4,5,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
216,2,0,11,1,2,5,3,1,1,4,5,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
217,0,0,8,1,2,4,4,2,1,2,5,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
218,2,0,13,2,2,3,4,4,1,4,5,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
219,24,0,9,1,2,1,3,2,2,3,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
220,5,0,9,2,1,4,3,3,2,2,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
221,4,0,8,1,2,5,3,3,1,1,4,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
222,4,0,6,1,2,4,3,2,1,2,5,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
223,4,0,15,1,2,4,3,4,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
224,16,0,12,1,1,3,2,1,1,4,5,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
225,1,1,9,1,1,4,4,3,1,4,3,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
226,26,1,7,1,1,4,4,3,2,2,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
227,0,0,16,2,2,4,3,2,1,1,3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
228,10,0,10,2,1,3,4,4,2,4,4,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
229,0,2,12,2,3,4,2,2,2,2,5,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
230,2,0,9,1,2,5,4,4,3,4,5,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
231,2,0,14,2,1,3,3,2,1,2,3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
232,4,2,7,2,2,3,2,2,1,1,3,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
233,25,1,7,2,2,3,3,3,1,2,3,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
234,54,0,11,1,2,4,3,3,2,4,5,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
235,4,0,10,1,1,5,3,3,1,1,5,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
236,4,0,11,1,3,4,3,3,1,2,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
237,8,0,10,1,3,3,4,3,1,1,3,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
238,8,0,7,2,1,4,4,5,2,4,5,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
239,0,0,13,1,3,4,3,3,1,1,3,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0
240,6,0,9,1,2,3,1,3,1,5,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
241,0,1,10,1,2,4,3,3,2,2,2,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
242,0,0,16,1,2,4,2,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
243,4,0,14,1,2,5,4,2,1,1,3,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
244,0,0,13,1,2,4,4,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
245,11,0,9,3,2,5,5,5,1,3,5,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
246,16,1,12,2,1,4,5,2,1,1,2,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
247,0,0,11,2,1,5,2,3,1,2,4,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
248,16,0,9,1,1,3,3,2,2,1,5,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
249,1,0,11,2,1,5,1,3,1,2,5,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
250,2,0,10,1,3,5,3,2,1,1,3,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
251,0,0,13,3,2,4,2,1,1,2,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,6,0,15,1,3,4,2,4,1,3,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
253,10,0,8,1,4,4,3,3,1,2,3,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1
254,6,0,18,2,4,3,1,2,1,1,3,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
255,4,0,10,2,2,3,3,4,2,4,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
256,14,1,8,2,1,4,1,1,1,1,3,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
257,0,0,14,1,2,4,3,2,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
258,8,0,9,2,2,1,2,4,2,2,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
259,0,0,13,1,2,3,3,4,1,1,4,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
260,1,0,10,2,3,5,3,5,1,4,5,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
261,0,0,14,1,2,3,2,3,1,2,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
262,3,0,9,3,1,4,3,3,2,3,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
263,12,0,8,2,2,4,3,5,1,2,3,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
264,1,0,11,2,2,4,4,5,1,1,4,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
265,0,0,8,2,2,5,2,1,1,1,2,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
266,2,0,15,3,2,4,5,4,1,2,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
267,5,0,9,2,1,2,4,4,3,5,5,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
268,2,0,10,2,2,5,4,3,1,2,3,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
269,15,2,9,1,2,4,3,5,3,3,5,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
270,0,0,15,1,3,4,4,3,1,1,5,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
271,0,0,14,1,3,5,4,3,1,1,4,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
272,2,0,15,1,3,3,2,3,1,1,4,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
273,0,0,13,1,2,4,3,4,1,3,4,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0
274,8,0,14,1,1,4,2,5,1,5,5,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
275,12,0,9,1,1,4,5,5,5,5,4,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
276,2,0,11,1,3,4,3,4,1,3,5,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
277,12,0,12,1,2,5,4,5,1,2,5,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
278,0,0,7,3,2,3,2,2,4,2,5,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
279,0,0,13,1,1,4,3,2,2,4,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
280,6,0,5,2,2,4,3,4,1,1,3,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
281,2,0,9,2,2,3,4,2,1,1,5,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
282,2,0,12,2,1,5,1,2,3,3,5,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
283,4,0,15,1,2,3,2,4,1,4,2,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
284,3,3,10,1,1,5,5,3,3,3,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
285,6,0,11,1,2,4,3,4,2,3,4,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
286,8,0,8,1,1,4,3,2,3,4,5,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
287,2,0,8,1,2,5,2,3,1,2,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
288,0,0,13,1,3,4,4,3,1,3,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0
289,4,0,8,1,2,5,4,3,3,4,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
290,0,0,16,1,2,4,3,3,1,1,5,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
291,0,0,14,1,4,4,3,3,1,1,3,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
292,0,1,7,2,1,4,4,4,2,4,5,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
293,4,0,9,1,1,4,5,3,1,1,5,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
294,0,0,10,1,2,3,3,3,1,2,2,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0
295,8,0,14,1,2,4,3,2,1,1,5,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
296,0,0,11,1,3,4,3,3,1,1,3,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
297,0,0,14,1,2,4,3,2,1,1,5,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
298,0,0,14,1,3,3,4,4,2,4,4,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
299,2,1,10,3,4,1,3,5,3,5,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
300,4,0,14,1,2,4,2,2,1,1,3,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
301,0,0,7,1,2,5,3,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
302,2,0,11,1,1,3,3,3,1,2,3,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
303,0,0,16,2,3,3,3,3,2,3,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
304,4,0,12,2,1,2,3,3,2,2,2,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
305,4,0,15,1,3,5,3,3,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
306,0,1,10,1,2,4,5,4,1,2,5,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
307,2,0,13,2,2,4,2,2,1,2,5,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
308,0,0,11,1,4,3,3,3,1,1,3,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
309,0,0,13,2,1,4,2,2,4,3,2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
310,8,0,14,1,2,4,2,5,1,2,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
311,4,0,10,1,2,5,2,3,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
312,8,0,11,2,4,3,4,3,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
313,4,1,8,3,1,4,4,4,3,3,5,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
314,0,0,13,2,2,5,4,4,2,4,5,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
315,2,0,12,4,2,5,3,3,1,1,5,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
316,4,1,9,3,2,5,3,3,1,3,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
317,0,0,12,2,3,5,3,3,1,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
318,11,0,12,2,1,4,3,3,2,4,3,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
319,3,0,11,1,3,3,3,2,2,2,3,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
320,14,0,13,1,2,3,2,3,1,2,3,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
321,0,0,10,4,3,5,1,3,2,2,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
322,10,0,12,2,3,4,4,4,1,1,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
323,0,0,14,1,2,4,2,3,1,1,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
324,0,0,8,2,1,5,5,5,3,5,5,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
325,0,0,17,1,1,4,2,5,1,2,5,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
326,0,0,8,1,2,5,5,5,1,3,5,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
327,0,0,12,1,1,5,4,2,1,1,5,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
328,0,0,15,2,3,5,4,4,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
329,0,0,7,1,3,5,3,5,1,1,3,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
330,0,0,15,2,3,4,3,3,1,1,3,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
331,2,0,11,2,2,4,4,3,1,1,3,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
332,0,0,6,1,2,5,1,5,1,1,4,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
333,2,0,10,3,1,4,2,4,3,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
334,12,0,12,1,3,4,3,4,1,1,5,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
335,15,1,6,1,2,4,4,4,2,4,5,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
336,0,0,11,1,3,4,3,3,1,1,5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
337,0,0,14,1,2,4,3,3,2,3,2,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
338,4,0,11,1,2,4,4,3,1,3,4,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
339,11,0,9,1,2,4,4,4,1,3,3,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
340,0,2,14,1,1,5,5,3,1,1,5,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
341,10,0,13,1,3,3,2,3,1,2,2,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0
342,2,0,13,2,3,4,2,1,2,3,3,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
343,8,0,13,3,4,5,4,5,2,3,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
344,0,0,13,1,2,4,3,5,1,1,5,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
345,0,3,9,2,1,4,5,1,1,1,3,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
346,4,0,14,1,2,3,2,2,1,1,5,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0
347,0,0,17,1,3,4,2,2,1,2,3,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0
348,2,1,9,3,2,4,4,2,1,2,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
349,0,0,13,1,1,3,3,4,2,3,5,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
350,0,0,9,4,2,5,3,3,1,1,5,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
351,2,0,10,3,2,5,4,5,2,4,5,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
352,0,1,5,2,1,4,3,2,1,3,5,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
353,56,0,9,1,2,5,3,3,2,3,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
354,2,0,9,1,3,4,3,3,1,3,4,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
355,8,2,5,2,2,2,5,5,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
356,8,0,9,2,2,2,3,5,1,4,3,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
357,0,0,13,2,4,4,3,2,1,1,5,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
358,40,1,13,1,3,4,1,2,1,1,3,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1
359,6,0,7,2,1,5,4,3,2,4,4,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
360,10,0,9,1,2,3,4,3,2,3,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
361,4,0,11,1,1,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
362,0,0,14,2,3,4,5,5,1,2,2,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
363,8,0,12,4,4,1,3,5,3,5,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
364,6,0,11,1,1,4,5,4,1,1,4,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
365,0,0,10,1,1,4,1,2,2,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
366,2,0,14,2,2,4,4,4,1,3,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
367,0,1,4,1,1,2,3,1,2,2,5,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
368,6,0,10,1,2,2,4,4,2,3,4,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
369,11,2,9,1,2,5,5,4,4,5,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
370,8,0,11,1,3,4,4,5,1,3,5,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
371,0,0,18,1,3,4,3,3,1,2,2,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
372,6,0,15,2,2,4,3,3,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
373,4,0,12,2,2,4,4,4,2,3,5,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
374,0,0,17,1,1,4,3,5,3,5,5,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
375,7,1,8,1,1,4,3,3,2,3,3,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
376,10,0,10,1,2,3,2,4,2,4,4,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
377,2,1,9,1,1,5,3,3,1,4,2,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,10,0,16,1,4,4,5,5,1,3,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
379,0,0,12,1,2,4,4,2,1,2,5,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
380,6,0,12,2,2,4,4,4,2,3,5,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
381,4,0,10,1,1,5,5,5,5,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
382,2,0,8,1,2,4,3,2,1,1,3,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
383,10,0,12,2,2,4,3,1,1,1,5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
384,2,0,13,1,3,4,2,2,1,1,5,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
385,26,0,7,2,2,4,3,5,1,1,2,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
386,2,0,15,1,2,4,3,3,2,2,5,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
387,0,0,7,1,2,4,3,2,2,3,2,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
388,0,0,10,2,1,5,2,3,1,2,4,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
389,2,0,15,1,3,4,3,4,2,5,5,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
390,2,0,11,2,1,4,5,5,2,3,5,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
391,0,0,6,1,1,5,4,5,1,1,3,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
392,1,0,13,1,3,5,3,2,1,1,3,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
393,6,0,13,1,2,4,3,2,1,1,5,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
394,0,0,10,1,1,3,3,3,1,2,3,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
395,2,0,11,1,3,4,3,3,2,2,5,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
396,8,0,15,1,2,5,2,4,1,2,4,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
397,14,0,7,1,1,4,5,5,5,5,4,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
398,4,0,12,1,1,3,4,4,1,4,5,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
399,2,0,12,1,3,5,3,5,1,1,3,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
400,19,1,11,1,1,4,4,4,3,4,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
401,4,0,7,1,2,3,3,3,2,3,2,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
402,0,1,7,1,3,4,1,2,1,1,2,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
