session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Employment-Sector,First Language,Fluent languages,Industry,Nationality,Sex,Student Status
6124c77c1b230dc2af75322c,6115232b586ef6f12d4944dd,APPROVED,2021-08-24 10:20:22.612000,2021-08-24 10:47:09.533000,1606.921,34,85,0,100,2021-08-25 15:48:17.998000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124cd5fce93224e19f0a0f3,60fd618ec39088d5f4f138e3,APPROVED,2021-08-24 10:43:45.619000,2021-08-24 10:57:48.723000,843.104,27,41,0,100,2021-08-25 15:48:18.080000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ce8c4b2fcc1f7391be0d,60fef1bee56d971913cc3f7f,REJECTED,2021-08-24 10:48:44.529000,2021-08-24 10:52:22.772000,218.243,23,246,6,94,2021-08-25 15:43:45.457000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124d0f18730be488ce6e041,60fe090e38f969ce1f8ee8a4,APPROVED,2021-08-24 11:04:17.689000,2021-08-24 11:12:42.151000,504.462,33,92,0,100,2021-08-25 15:48:18.200000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,DATA EXPIRED,United States,Female,No
6124d2d1796e5c0dbde0dd80,61084b98e85644a25d8bb049,APPROVED,2021-08-24 11:12:11.977000,2021-08-24 11:18:20.073000,368.096,29,128,1,100,2021-08-25 15:48:18.322000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124d32b3e19597cf2d34c3e,60fcd2e26a72c518d0b60738,REJECTED,2021-08-24 11:08:27.525000,2021-08-24 11:12:25.513000,237.988,45,381,7,97,2021-08-25 15:44:56.617000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124d4ca3398d1552afbee66,60fccd4c1db45fe7be035e56,APPROVED,2021-08-24 11:15:24.059000,2021-08-24 11:22:13.473000,409.414,32,265,0,100,2021-08-25 15:48:18.416000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124d51fa6a926f3899f43a9,61016201d4d3b40d406514cf,APPROVED,2021-08-24 11:16:49.789000,2021-08-24 11:21:45.213000,295.424,26,86,0,100,2021-08-25 15:48:18.492000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124d5dd4cdb88f202de62d7,6109a9a4ce69622233e2d6c0,APPROVED,2021-08-24 11:19:57.793000,2021-08-24 11:27:50.778000,472.985,21,161,0,100,2021-08-25 15:48:18.601000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124d7276747ad1a7e053dfb,6108b64c1d964c0a3faf4e29,APPROVED,2021-08-24 11:25:32.235000,2021-08-24 11:33:19.138000,466.903,37,136,2,98,2021-08-25 15:48:18.698000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124d7bed136281a5a5a1182,611250ffb098d7c751be57a0,APPROVED,2021-08-24 11:27:58.805000,2021-08-24 11:33:42.901000,344.096,30,34,1,100,2021-08-25 15:48:18.791000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124d816b70607b03fd7fd54,60f8d9621d5d71645a1cd5a7,APPROVED,2021-08-24 11:33:30.606000,2021-08-24 11:40:01.629000,391.023,41,514,1,100,2021-08-25 15:48:18.870000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
6124d8907185291d29b1fb21,6109631e0de937d75470c384,APPROVED,2021-08-24 11:31:32.322000,2021-08-24 11:36:58.011000,325.689,23,134,0,100,2021-08-25 15:48:18.949000,14E92B13,United States,United States,Part-Time,Education & Training,Chinese,English,Primary/Secondary (K-12) Education,United States,Female,No
6124da5d249679e038143a54,6110af22d84e8b4c36b2f254,APPROVED,2021-08-24 11:39:23.644000,2021-08-24 11:47:43.744000,500.1,30,331,1,100,2021-08-25 15:48:19.033000,14E92B13,United States,United States,Full-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
6124db5a1341f005660b3bf4,60fcced852208b94f9041477,REJECTED,2021-08-24 11:43:26.138000,2021-08-24 11:46:57.744000,211.606,26,142,3,99,2021-08-25 15:42:47.557000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124dc46a8e9d6359141e26b,60f0b657628e906da13ac546,APPROVED,2021-08-24 11:47:23.170000,2021-08-24 11:53:52.438000,389.268,48,249,2,100,2021-08-25 15:48:19.122000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
6124dc51b3db444a0b78d834,6111019fa0309f48dad1e391,REJECTED,2021-08-24 11:47:34.505000,2021-08-24 11:51:32.410000,237.905,26,28,1,96,2021-08-25 15:45:09.709000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124dcb370f2e49b00c0307f,61044773fe9cb608c4945244,APPROVED,2021-08-24 11:52:34.769000,2021-08-24 12:04:54.548000,739.779,52,212,1,100,2021-08-25 15:48:19.217000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124dd61b9bca638cbdae9ab,60fd82c409b4baa52c9c1bf1,APPROVED,2021-08-24 11:52:04.801000,2021-08-24 11:59:48.460000,463.659,41,116,0,100,2021-08-25 15:48:19.301000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124df3537e7dc4f2d62c907,611161779f64723eec0e9f81,APPROVED,2021-08-24 11:59:51.419000,2021-08-24 12:04:46.765000,295.346,26,375,0,100,2021-08-25 15:48:19.379000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124dfa968b567d8d1d0745e,61153ff0cde779806635dafb,APPROVED,2021-08-24 12:02:00.956000,2021-08-24 12:11:31.476000,570.52,28,161,0,100,2021-08-25 15:48:19.457000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e0551df07fb65ed6c1d9,60fec671ccb217533f5d976d,APPROVED,2021-08-24 12:04:39.648000,2021-08-24 12:17:55.124000,795.476,29,423,1,100,2021-08-25 15:48:19.537000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e0ef34b84bec269cd528,6102c40030be0b03a90276a1,APPROVED,2021-08-24 12:07:17.272000,2021-08-24 12:16:23.195000,545.923,24,139,0,100,2021-08-25 15:48:19.611000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e164b6495ff5c59c2a7e,610773529b6ed4abe44cd28d,APPROVED,2021-08-24 12:09:08.433000,2021-08-24 12:22:17.006000,788.573,32,94,0,100,2021-08-25 15:48:19.715000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e1a041c4244821190ed2,61082f02c1d940bbb8c0f8d8,APPROVED,2021-08-24 12:11:23.356000,2021-08-24 12:18:48.577000,445.221,25,71,0,100,2021-08-25 15:48:19.795000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e396a55936652fe5beea,60fcdf04d033481fde0e2298,APPROVED,2021-08-24 12:18:32.106000,2021-08-24 12:23:52.707000,320.601,28,309,0,100,2021-08-25 15:48:19.873000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e3afa248a9e6093d6638,60fccf6ae5091da95d953065,APPROVED,2021-08-24 12:21:01.013000,2021-08-24 12:32:36.266000,695.253,34,130,0,100,2021-08-25 15:48:19.964000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e4581b83151e6f6ca618,60e3c37fc7d2b819c3f3c45f,APPROVED,2021-08-24 12:21:48.147000,2021-08-24 12:35:31.793000,823.646,40,205,0,100,2021-08-25 15:48:20.035000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
6124e5de9188d405ecfc7ccb,60fd824309d4771826bfcfec,APPROVED,2021-08-24 12:29:04.697000,2021-08-24 12:34:47.387000,342.69,32,328,0,100,2021-08-25 15:48:20.119000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e8096a6e00c744e4beef,61001e0da44d884fa49cd3b6,APPROVED,2021-08-24 12:43:24.616000,2021-08-24 12:55:18.549000,713.933,23,99,0,100,2021-08-25 15:48:20.204000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124e886594821ded4542731,610a40ffbf11d261514a7c0a,REJECTED,2021-08-24 12:39:37.313000,2021-08-24 12:43:03.245000,205.932,36,438,6,98,2021-08-25 15:41:54.080000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e947333990bad2810e98,6121dcbc616a3dcb6aaceefb,APPROVED,2021-08-24 12:45:04.683000,2021-08-24 12:52:08.979000,424.296,24,197,1,100,2021-08-25 15:48:20.309000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124e952d534d044081a6534,61002911760c6e19aa300503,APPROVED,2021-08-24 12:43:25.265000,2021-08-24 12:49:31.225000,365.96,24,67,1,100,2021-08-25 15:48:20.384000,14E92B13,United States,United States,Full-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
6124e9c093611a253297fa8a,61153b4617feec5d5b18613a,APPROVED,2021-08-24 12:44:50.708000,2021-08-24 12:49:21.592000,270.884,27,335,1,100,2021-08-25 15:48:20.457000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ea4668630537230dc226,610b4cc023a7aaa7f7374288,APPROVED,2021-08-24 12:47:05.260000,2021-08-24 13:06:12.870000,1147.61,30,115,0,100,2021-08-25 15:48:20.548000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124ea46fcf94c2f2caa3fd5,5f1b2a0146ce431186055813,APPROVED,2021-08-24 12:47:19.367000,2021-08-24 12:53:51.726000,392.359,38,805,1,100,2021-08-25 15:48:20.616000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
6124eacd83f5b0ef4f145fbb,61111e62a241cd74a98e16bf,APPROVED,2021-08-24 12:49:21.517000,2021-08-24 12:55:28.423000,366.906,24,344,0,100,2021-08-25 15:48:20.697000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
6124eb0cbc23f0bd318c3d1b,610daaff85f91115ca6322b5,APPROVED,2021-08-24 12:50:20.759000,2021-08-24 13:04:17.790000,837.031,21,148,0,100,2021-08-25 15:48:20.764000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124eb9095184945fac7f58d,61180343654a39aad6be2771,REJECTED,2021-08-24 12:52:34.650000,2021-08-24 12:56:23.688000,229.038,27,317,3,99,2021-08-25 15:44:44.463000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ebbffdb3c95188001777,61074b165713a32de9306468,REJECTED,2021-08-24 12:53:19.227000,2021-08-24 12:57:07.140000,227.913,30,332,5,99,2021-08-25 15:44:01.300000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ec5078bc608fab595131,5ff5f7ad932d56101bf7c90d,APPROVED,2021-08-24 12:55:54.512000,2021-08-24 13:00:11.522000,257.01,46,604,0,100,2021-08-25 15:48:20.846000,14E92B13,United States,United States,Full-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Male,No
6124ec9c7dac703bb7fcf88f,60fdefe1ed12b66d6493a0b1,APPROVED,2021-08-24 12:57:18.816000,2021-08-24 13:06:48.115000,569.299,30,97,0,100,2021-08-25 15:48:20.911000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ed005c0b3155a3ce489a,6116d3ba326d61382bc56a7c,APPROVED,2021-08-24 12:58:42.486000,2021-08-24 13:10:24.474000,701.988,28,47,0,100,2021-08-25 15:48:20.992000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ee01335df95bf7b24654,60ff03bff7510240e42ea366,APPROVED,2021-08-24 13:02:59.933000,2021-08-24 13:10:18.599000,438.666,20,240,1,100,2021-08-25 15:48:21.060000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124ee3f5bfcf87ca6dcdb3b,6101fc6ff8a73b1e0e3aee6e,APPROVED,2021-08-24 13:03:59.413000,2021-08-24 13:15:55.741000,716.328,28,66,0,100,2021-08-25 15:48:21.143000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ee50e4f524c8f4136796,60f0c5cf582edfdc93cc6ee6,APPROVED,2021-08-24 13:04:16.102000,2021-08-24 13:16:04.439000,708.337,40,126,0,100,2021-08-25 15:48:21.221000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,Chinese,English,Primary/Secondary (K-12) Education,United States,Male,No
6124ee639f395be4700a4531,6104b1c50f6057c1d8a6e3a6,APPROVED,2021-08-24 13:04:52.444000,2021-08-24 13:14:14.981000,562.537,26,340,0,100,2021-08-25 15:48:21.280000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124f0da6bb50af271d24e5f,5ea9d795dec14d13eb7af3d9,APPROVED,2021-08-24 13:15:14.875000,2021-08-24 13:22:06.993000,412.118,31,991,1,100,2021-08-25 15:48:21.350000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
6124f1a83535b7d2757a6495,60c8aa03407799c6046d5b27,APPROVED,2021-08-24 13:18:37.994000,2021-08-24 13:23:59.709000,321.715,33,560,3,100,2021-08-25 15:48:21.442000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
6124f21005ee03a1d7e2ee99,589a46af57995d0001a8a03a,APPROVED,2021-08-24 13:21:21.506000,2021-08-24 13:31:50.229000,628.723,41,1815,2,100,2021-08-25 15:48:21.514000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,DATA EXPIRED
6124f2a4f431bdddd6e80511,6106fbbcd52909fe5cc2fc8e,APPROVED,2021-08-24 13:24:23.693000,2021-08-24 13:34:31.204000,607.511,28,136,0,100,2021-08-25 15:48:21.584000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124f2ca5a31086b8e578407,5eeb4ce97b8d292ad3e048d1,REJECTED,2021-08-24 13:23:25.197000,2021-08-24 13:26:56.201000,211.004,29,202,1,100,2021-08-25 15:43:10.713000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
6124f438c584e7136fdca6c0,61083ecce6a22d1d5f57fb99,REJECTED,2021-08-24 13:29:31.602000,2021-08-24 13:33:19.220000,227.618,26,52,1,100,2021-08-25 15:44:16.859000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124f4c101af2a11378be046,5f3678f5997c28018ad180d5,APPROVED,2021-08-24 13:31:45.412000,2021-08-24 13:37:03.060000,317.648,61,716,4,99,2021-08-25 15:48:21.686000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,DATA EXPIRED
6124f51c69d93203edb377e6,61099e438a2f56f2770b7cd2,APPROVED,2021-08-24 13:33:18.646000,2021-08-24 13:44:19.966000,661.32,19,254,0,100,2021-08-25 15:48:21.754000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124f5dfed2cb4e3fc401657,60fe1f59fde1156e1cb4ebac,APPROVED,2021-08-24 13:36:31.552000,2021-08-24 13:49:40.361000,788.809,25,110,0,100,2021-08-25 15:48:21.827000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124f6f7b673f7dd1cd8d1da,60cf7074e1ea52a0f3450346,RETURNED,2021-08-24 13:41:11.683000,,12380784.816462,29,332,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6124f790c1ada7dc9c8659e0,6108426bd39f8e544c7389b4,APPROVED,2021-08-24 13:43:46.778000,2021-08-24 13:47:13.509000,206.731,28,127,0,100,2021-08-25 17:30:50.686000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124f7c308fe333ad2f49468,611d0a43b1af85d84397cef4,APPROVED,2021-08-24 13:44:39.575000,2021-08-24 13:52:39.799000,480.224,42,185,1,100,2021-08-25 15:48:21.917000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124f7f68ef634ce9f6ead1e,61092cb7df4d2fc337a9da17,APPROVED,2021-08-24 13:45:33.799000,2021-08-24 13:51:49.676000,375.877,48,93,0,100,2021-08-25 15:48:21.995000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124f8065e0c12527dd59d44,60fe2a53ece9102510fd8b0a,APPROVED,2021-08-24 13:49:38.400000,2021-08-24 13:58:13.581000,515.181,24,115,1,100,2021-08-25 15:48:22.057000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124f8170e9cd54527421e2c,5d83bad85007ec0017fdb30a,RETURNED,2021-08-24 13:46:06.377000,,12380490.203973,49,791,6,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6124f840bc412393fcd42a0f,60fd5a1b32fececd5202d136,APPROVED,2021-08-24 13:46:43.206000,2021-08-24 13:58:00.869000,677.663,38,125,0,100,2021-08-25 15:48:22.131000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124f8501d35fc4a2b9d7aeb,6100585b680d2abd8cb7c5c1,TIMED-OUT,2021-08-24 13:46:56.920000,,12380439.695851,25,13,0,100,,,United States,United States,Full-Time,Education & Training,Spanish,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
6124f85f8ddb393dcf046960,610ee7e00cc2cae08268f205,APPROVED,2021-08-24 13:47:16.412000,2021-08-24 13:54:05.264000,408.852,24,162,4,97,2021-08-25 15:48:22.207000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124f8608d30fcadebf7437f,60fec0b1a0df393b44966730,REJECTED,2021-08-24 13:47:37.669000,2021-08-24 13:50:54.403000,196.734,26,48,1,100,2021-08-25 15:41:38.304000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124f8dc483f8b5339fc651d,60c8a64af15aea59cfb1efb0,APPROVED,2021-08-24 13:49:19.767000,2021-08-24 13:57:59.097000,519.33,24,43,0,100,2021-08-25 15:48:22.295000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
6124f8f331011f2c808e9693,60fe28ee2bd685120c459dee,APPROVED,2021-08-24 13:49:39.192000,2021-08-24 13:56:53.500000,434.308,25,155,1,99,2021-08-25 15:48:22.376000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124f904595fa6766c42b0ac,60fd99d6b231875018e5461e,APPROVED,2021-08-24 13:49:57.945000,2021-08-24 13:54:02.201000,244.256,29,57,0,100,2021-08-25 15:48:22.434000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124f95b982182cda00fc148,5e7c021e2b00612482e357fc,APPROVED,2021-08-24 13:51:33.534000,2021-08-24 13:58:18.795000,405.261,44,1391,12,98,2021-08-25 15:48:22.496000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
6124f98f7094c205d504e98b,60fcd8a2f65ff33a1f4529fd,RETURNED,2021-08-24 13:52:17.563000,,12380119.163477,60,380,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6124fa040099ba4c38c17449,610824959b488e57fa8a4a33,RETURNED,2021-08-24 14:04:14.604000,,12379402.138413,45,405,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6124fab68dc8b4b2e29d0125,5e79352ea4d7d30d65532c51,APPROVED,2021-08-24 13:57:36.372000,2021-08-24 14:02:23.340000,286.968,28,1535,0,100,2021-08-25 15:48:22.584000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124fada704eb4094ee8da0f,610833cc23f080f337802603,APPROVED,2021-08-24 13:57:46.027000,2021-08-24 14:12:09.353000,863.326,30,17,0,100,2021-08-25 15:48:22.681000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124fb0d64befc54f0d40d9a,60ff13f5f183c1072a7432ae,RETURNED,2021-08-24 13:58:48.473000,,12379728.318754,28,46,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6124fb174cfac2edadbe0c22,60fdc7fa219080441691dc54,APPROVED,2021-08-24 13:58:53.854000,2021-08-24 14:07:52.652000,538.798,26,67,0,100,2021-08-25 15:48:22.762000,14E92B13,Hungary,United States,Full-Time,Education & Training,Hungarian,"Hungarian, English",Primary/Secondary (K-12) Education,United States,Female,No
6124fb7e287a814c50e12036,61015eeeac2c6fae4f3696c6,APPROVED,2021-08-24 14:00:33.890000,2021-08-24 14:03:41.462000,187.572,50,504,2,100,2021-08-25 17:41:41.406000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124fbc6059833d87f0e2789,5dcc948ed9873592337ae827,APPROVED,2021-08-24 14:01:42.861000,2021-08-24 14:09:46.006000,483.145,60,1765,0,100,2021-08-25 15:48:22.855000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124fbe9666748ff398e3624,60df2a387184bf25da3ae6a2,APPROVED,2021-08-24 14:02:19.848000,2021-08-24 14:07:02.573000,282.725,36,410,2,100,2021-08-25 15:48:22.924000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
6124fca070416960f5e2a75a,6107475747d6c3b6eb05669e,APPROVED,2021-08-24 14:05:26.810000,2021-08-24 14:11:44.187000,377.377,22,17,0,100,2021-08-25 15:48:23.002000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124fca0f4788ba2772b9f1a,6106ca63b09d07f76c98369d,APPROVED,2021-08-24 14:05:24.698000,2021-08-24 14:14:13.602000,528.904,28,67,0,100,2021-08-25 15:48:23.073000,14E92B13,United States,United States,Full-Time,Education & Training,Armenian,"Armenian, English, French",Primary/Secondary (K-12) Education,United States,Female,No
6124fd8836218169675e2cdc,600340c28bbd673ed1d69e56,APPROVED,2021-08-24 14:10:29.834000,2021-08-24 14:15:37.878000,308.044,33,726,13,97,2021-08-25 15:48:23.143000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
6124fdcf1f21d278a883d219,6109ee41c9e94ead82b194b4,APPROVED,2021-08-24 14:10:26.031000,2021-08-24 14:17:48.940000,442.909,34,126,0,100,2021-08-25 15:48:23.236000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124fe25e31157e4800500cc,60fd5a99c4e4ead0c9a6fff4,APPROVED,2021-08-24 14:11:49.532000,2021-08-24 14:20:45.484000,535.952,28,326,1,100,2021-08-25 15:48:23.304000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ff4623c8a6f8efa6ec7a,6100d3c90fba46491b9f3cb0,APPROVED,2021-08-24 14:16:45.659000,2021-08-24 14:26:51.951000,606.292,19,31,0,100,2021-08-25 15:48:23.402000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124ff7e42aae68bb9e0ad75,60fce0e0cbee28d9325d3124,APPROVED,2021-08-24 14:17:34.220000,2021-08-24 14:27:29.833000,595.613,35,59,0,100,2021-08-25 15:48:23.471000,14E92B13,United States,United States,Full-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
6125005f5cf194c9be672e05,61008174621af4fde89d5c7f,APPROVED,2021-08-24 14:21:22.852000,2021-08-24 14:29:44.351000,501.499,53,371,1,100,2021-08-25 15:48:23.545000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
612503f72ff739a28e8f5961,61129e81c06118bfd90996ec,APPROVED,2021-08-24 14:36:41.850000,2021-08-24 14:43:12.374000,390.524,25,96,0,100,2021-08-25 15:48:23.628000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6125049906d9e08902f5bfa3,6106dff95e2948f146c25d10,RETURNED,2021-08-24 14:39:23.417000,,12377293.605512,21,303,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
